sessionID,sessionStateID,userID,artistID,sessionStateStatus,sessionStateDateCreated,sessionStateDateUpdated,tickStateID,tickStateStatus,tickStateDateCreated,tickStateDateUpdated,tickID,tickType,tickHandler,tickStateResult
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850891,5,"2025-03-06 12:35","2025-03-06 12:35",470,1,,"{
    ""result"": 1
}"
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850890,5,"2025-03-06 12:34","2025-03-06 12:34",469,10,llmRequest,
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850888,5,"2025-03-06 12:34","2025-03-06 12:34",462,2,,"{
    ""response_rating"": ""no"",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""No""
        }
    ],
    ""response_ratingLabel"": ""Is this better?""
}"
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850887,5,"2025-03-06 12:34","2025-03-06 12:34",461,10,llmRequest,
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850885,5,"2025-03-06 12:34","2025-03-06 12:34",460,2,,"{
    ""response_rating"": ""other"",
    ""response_ratingUserInput"": ""give me more specific plan"",
    ""response_ratingDetails"": [
        {
            ""type"": ""userInput"",
            ""value"": ""give me more specific plan"",
            ""label"": ""No""
        }
    ],
    ""response_ratingLabel"": ""Is this better?""
}"
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850884,5,"2025-03-06 12:34","2025-03-06 12:34",459,10,llmRequest,
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850882,5,"2025-03-06 12:34","2025-03-06 12:34",458,2,,"{
    ""response_rating"": ""other"",
    ""response_ratingUserInput"": ""not concrete"",
    ""response_ratingDetails"": [
        {
            ""type"": ""userInput"",
            ""value"": ""not concrete"",
            ""label"": ""No""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850881,5,"2025-03-06 12:33","2025-03-06 12:33",457,10,llmRequest,
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850880,5,"2025-03-06 12:33","2025-03-06 12:33",456,2,,"{
    ""inputValue"": ""about humbergur""
}"
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850879,5,"2025-03-06 12:28","2025-03-06 12:28",455,2,,"{
    ""inputValue"": [
        ""upcoming""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Upcoming release""
        }
    ]
}"
35,95881,184314,10375,5,"2025-03-06 12:27","2025-03-06 12:35",850878,5,"2025-03-06 12:28","2025-03-06 12:28",454,2,,"{
    ""inputValue"": ""five guys""
}"
35,95776,54,7597,2,"2025-03-04 10:36","2025-03-04 10:36",850035,5,"2025-03-04 10:36","2025-03-04 10:36",457,10,llmRequest,
35,95776,54,7597,2,"2025-03-04 10:36","2025-03-04 10:36",850034,5,"2025-03-04 10:36","2025-03-04 10:36",456,2,,"{
    ""inputValue"": ""Love""
}"
35,95776,54,7597,2,"2025-03-04 10:36","2025-03-04 10:36",850033,5,"2025-03-04 10:36","2025-03-04 10:36",455,2,,"{
    ""inputValue"": [
        ""upcoming""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Upcoming release""
        }
    ]
}"
35,95776,54,7597,2,"2025-03-04 10:36","2025-03-04 10:36",850032,5,"2025-03-04 10:36","2025-03-04 10:36",454,2,,"{
    ""inputValue"": ""Lubbe""
}"
35,95710,184314,10375,8,"2025-03-03 10:56","2025-03-05 16:45",849443,5,"2025-03-03 10:56","2025-03-03 10:56",457,10,llmRequest,
35,95710,184314,10375,8,"2025-03-03 10:56","2025-03-05 16:45",849442,5,"2025-03-03 10:56","2025-03-03 10:56",456,2,,"{
    ""inputValue"": ""hambergur""
}"
35,95710,184314,10375,8,"2025-03-03 10:56","2025-03-05 16:45",849441,5,"2025-03-03 10:56","2025-03-03 10:56",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,95710,184314,10375,8,"2025-03-03 10:56","2025-03-05 16:45",849440,5,"2025-03-03 10:56","2025-03-03 10:56",454,2,,"{
    ""inputValue"": ""five guys""
}"
35,95672,176054,7294,2,"2025-02-28 22:33","2025-02-28 22:34",849015,5,"2025-02-28 22:34","2025-02-28 22:34",457,10,llmRequest,
35,95672,176054,7294,2,"2025-02-28 22:33","2025-02-28 22:34",849014,5,"2025-02-28 22:34","2025-02-28 22:34",456,2,,"{
    ""inputValue"": ""Esta canción expresa un sentimiento de arrepentimiento y anhelo profundo por un amor perdido. La letra refleja la lucha interna del narrador, quien, a pesar de haber tenido otras experiencias amorosas después de esa relación especial, no ha logrado encontrar a alguien que lo haga sentir lo mismo que esa persona.\n\nEn la canción, se menciona cómo el protagonista ha probado a besar a otras personas y decir \""te amo\"", pero esas palabras no tienen el mismo significado ni el mismo sentimiento que cuando las sentía por su amor perdido. También habla de cómo ha roto corazones tratando de sanar el suyo propio, sugiriendo que, al igual que él, otros han sufrido debido a sus acciones.\n\nEl sentimiento de karma se hace presente cuando el narrador reflexiona sobre las consecuencias de sus errores pasados, sugiriendo que está pagando por las decisiones que tomó en el pasado. La tristeza de la pérdida se ve reflejada en las imágenes de noches frías, cigarrillos, y bebidas, mientras sigue buscando a esa persona en las estrellas.\n\nEn resumen, la canción trata de la imposibilidad de superar un amor que fue único y profundo, y cómo todo lo demás parece vacío en comparación con esa relación especial. Además, refleja la carga emocional y el arrepentimiento que siente el narrador por sus errores pasados, y cómo esos sentimientos lo persiguen.""
}"
35,95672,176054,7294,2,"2025-02-28 22:33","2025-02-28 22:34",849013,5,"2025-02-28 22:33","2025-02-28 22:33",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,95672,176054,7294,2,"2025-02-28 22:33","2025-02-28 22:34",849012,5,"2025-02-28 22:33","2025-02-28 22:33",454,2,,"{
    ""inputValue"": ""Lips After Yours (Others)""
}"
35,78057,176054,7294,5,"2024-12-27 23:17","2025-02-28 22:33",849011,5,"2025-02-28 22:33","2025-02-28 22:33",466,10,saveToState,
35,78057,176054,7294,5,"2024-12-27 23:17","2025-02-28 22:33",849002,5,"2025-02-28 22:33","2025-02-28 22:33",458,2,,"{
    ""response_rating"": ""yes"",
    ""response_ratingUserInput"": """",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Yes""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,95574,184568,10581,5,"2025-02-27 08:03","2025-02-27 08:04",848035,5,"2025-02-27 08:04","2025-02-27 08:04",466,10,saveToState,
35,95574,184568,10581,5,"2025-02-27 08:03","2025-02-27 08:04",848026,5,"2025-02-27 08:04","2025-02-27 08:04",458,2,,"{
    ""response_rating"": ""yes"",
    ""response_ratingUserInput"": """",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Yes""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,95574,184568,10581,5,"2025-02-27 08:03","2025-02-27 08:04",848025,5,"2025-02-27 08:03","2025-02-27 08:03",457,10,llmRequest,
35,95574,184568,10581,5,"2025-02-27 08:03","2025-02-27 08:04",848024,5,"2025-02-27 08:03","2025-02-27 08:03",456,2,,"{
    ""inputValue"": ""Lifestyle""
}"
35,95574,184568,10581,5,"2025-02-27 08:03","2025-02-27 08:04",848023,5,"2025-02-27 08:03","2025-02-27 08:03",455,2,,"{
    ""inputValue"": [
        ""upcoming""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Upcoming release""
        }
    ]
}"
35,95574,184568,10581,5,"2025-02-27 08:03","2025-02-27 08:04",848022,5,"2025-02-27 08:03","2025-02-27 08:03",454,2,,"{
    ""inputValue"": ""Lazen""
}"
35,95381,184765,10768,2,"2025-02-25 06:35","2025-02-25 06:35",846163,5,"2025-02-25 06:35","2025-02-25 06:35",457,10,llmRequest,
35,95381,184765,10768,2,"2025-02-25 06:35","2025-02-25 06:35",846162,5,"2025-02-25 06:35","2025-02-25 06:35",456,2,,"{
    ""inputValue"": ""Deep emotions and a groovy beat, this is what \""love it\"" is about. It is not just music; it’s a message: one of love in all its forms. A love that is uncompromising, both powerful and vulnerable. A love that uplifts, touches hearts, and makes bodies move. This track is for all those who, like me, feel their emotions deeply, and also for those seeking to break free and let themselves resonate through dance.""
}"
35,95381,184765,10768,2,"2025-02-25 06:35","2025-02-25 06:35",846161,5,"2025-02-25 06:35","2025-02-25 06:35",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,95381,184765,10768,2,"2025-02-25 06:35","2025-02-25 06:35",846160,5,"2025-02-25 06:35","2025-02-25 06:35",454,2,,"{
    ""inputValue"": ""Love it""
}"
35,95101,184241,10281,5,"2025-02-24 06:55","2025-02-24 06:57",843474,5,"2025-02-24 06:57","2025-02-24 06:57",466,10,saveToState,
35,95101,184241,10281,5,"2025-02-24 06:55","2025-02-24 06:57",843465,5,"2025-02-24 06:57","2025-02-24 06:57",458,2,,"{
    ""response_rating"": ""yes"",
    ""response_ratingUserInput"": """",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Yes""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,95101,184241,10281,5,"2025-02-24 06:55","2025-02-24 06:57",843464,5,"2025-02-24 06:57","2025-02-24 06:57",457,10,llmRequest,
35,95101,184241,10281,5,"2025-02-24 06:55","2025-02-24 06:57",843463,5,"2025-02-24 06:57","2025-02-24 06:57",456,2,,"{
    ""inputValue"": ""The song it's a groove banger for clubs parties""
}"
35,95101,184241,10281,5,"2025-02-24 06:55","2025-02-24 06:57",843462,5,"2025-02-24 06:55","2025-02-24 06:55",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,95101,184241,10281,5,"2025-02-24 06:55","2025-02-24 06:57",843461,5,"2025-02-24 06:55","2025-02-24 06:55",454,2,,"{
    ""inputValue"": ""Attention Seeker""
}"
35,94781,184763,10766,5,"2025-02-22 21:05","2025-02-22 21:11",841052,5,"2025-02-22 21:11","2025-02-22 21:11",466,10,saveToState,
35,94781,184763,10766,5,"2025-02-22 21:05","2025-02-22 21:11",841043,5,"2025-02-22 21:11","2025-02-22 21:11",458,2,,"{
    ""response_rating"": ""yes"",
    ""response_ratingUserInput"": """",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Yes""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,94781,184763,10766,5,"2025-02-22 21:05","2025-02-22 21:11",841042,5,"2025-02-22 21:08","2025-02-22 21:08",457,10,llmRequest,
35,94781,184763,10766,5,"2025-02-22 21:05","2025-02-22 21:11",841041,5,"2025-02-22 21:08","2025-02-22 21:08",456,2,,"{
    ""inputValue"": ""I need people to know what is going on in music""
}"
35,94781,184763,10766,5,"2025-02-22 21:05","2025-02-22 21:11",841040,5,"2025-02-22 21:06","2025-02-22 21:06",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,94781,184763,10766,5,"2025-02-22 21:05","2025-02-22 21:11",841039,5,"2025-02-22 21:06","2025-02-22 21:06",454,2,,"{
    ""inputValue"": ""PEOPLE LOVED MONEY""
}"
35,94486,184713,10715,2,"2025-02-21 17:56","2025-02-21 17:57",838369,5,"2025-02-21 17:57","2025-02-21 17:57",457,10,llmRequest,
35,94486,184713,10715,2,"2025-02-21 17:56","2025-02-21 17:57",838368,5,"2025-02-21 17:57","2025-02-21 17:57",456,2,,"{
    ""inputValue"": ""Ethiopia""
}"
35,94486,184713,10715,2,"2025-02-21 17:56","2025-02-21 17:57",838367,5,"2025-02-21 17:57","2025-02-21 17:57",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,94486,184713,10715,2,"2025-02-21 17:56","2025-02-21 17:57",838366,5,"2025-02-21 17:57","2025-02-21 17:57",454,2,,"{
    ""inputValue"": ""Abdujabar""
}"
35,94110,178519,5204,5,"2025-02-20 10:59","2025-02-20 11:00",835077,5,"2025-02-20 11:00","2025-02-20 11:00",466,10,saveToState,
35,94110,178519,5204,5,"2025-02-20 10:59","2025-02-20 11:00",835068,5,"2025-02-20 11:00","2025-02-20 11:00",458,2,,"{
    ""response_rating"": ""yes"",
    ""response_ratingUserInput"": """",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Yes""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,94110,178519,5204,5,"2025-02-20 10:59","2025-02-20 11:00",835053,5,"2025-02-20 11:00","2025-02-20 11:00",457,10,llmRequest,
35,94110,178519,5204,5,"2025-02-20 10:59","2025-02-20 11:00",835052,5,"2025-02-20 11:00","2025-02-20 11:00",456,2,,"{
    ""inputValue"": ""The song is about strengthening and relationships.""
}"
35,94110,178519,5204,5,"2025-02-20 10:59","2025-02-20 11:00",835046,5,"2025-02-20 10:59","2025-02-20 10:59",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,94110,178519,5204,5,"2025-02-20 10:59","2025-02-20 11:00",835045,5,"2025-02-20 10:59","2025-02-20 10:59",454,2,,"{
    ""inputValue"": ""You are mine""
}"
35,93876,184603,10610,2,"2025-02-19 15:03","2025-02-19 15:03",833067,5,"2025-02-19 15:03","2025-02-19 15:03",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,93876,184603,10610,2,"2025-02-19 15:03","2025-02-19 15:03",833066,5,"2025-02-19 15:03","2025-02-19 15:03",454,2,,"{
    ""inputValue"": ""Ngakulinda""
}"
35,93688,184572,10585,5,"2025-02-18 19:19","2025-02-18 19:24",831622,5,"2025-02-18 19:24","2025-02-18 19:24",466,10,saveToState,
35,93688,184572,10585,5,"2025-02-18 19:19","2025-02-18 19:24",831613,5,"2025-02-18 19:24","2025-02-18 19:24",458,2,,"{
    ""response_rating"": ""yes"",
    ""response_ratingUserInput"": """",
    ""response_ratingDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Yes""
        }
    ],
    ""response_ratingLabel"": ""Are you satisfied with this result?""
}"
35,93688,184572,10585,5,"2025-02-18 19:19","2025-02-18 19:24",831612,5,"2025-02-18 19:21","2025-02-18 19:22",457,10,llmRequest,
35,93688,184572,10585,5,"2025-02-18 19:19","2025-02-18 19:24",831611,5,"2025-02-18 19:21","2025-02-18 19:21",456,2,,"{
    ""inputValue"": ""Its about a kid who had nothing and became something out of a neighborhood full of hate and jealousy""
}"
35,93688,184572,10585,5,"2025-02-18 19:19","2025-02-18 19:24",831610,5,"2025-02-18 19:19","2025-02-18 19:19",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,93688,184572,10585,5,"2025-02-18 19:19","2025-02-18 19:24",831609,5,"2025-02-18 19:19","2025-02-18 19:19",454,2,,"{
    ""inputValue"": ""Godoba""
}"
35,93621,183963,10038,2,"2025-02-18 14:34","2025-02-18 14:35",831029,5,"2025-02-18 14:35","2025-02-18 14:35",455,2,,"{
    ""inputValue"": [
        ""existing""
    ],
    ""inputValueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Existing release""
        }
    ]
}"
35,93621,183963,10038,2,"2025-02-18 14:34","2025-02-18 14:35",831028,5,"2025-02-18 14:35","2025-02-18 14:35",454,2,,"{
    ""inputValue"": ""People By Dj Scuda""
}"
